run_id,model_type,evolve,stress_label,stress,time,mean_n,mean_w,mean_q,mean_z,var_n,var_w,var_q,min_z,spatial_growth,meanfield_growth,spatial_covariance_bonus,cov_w_q,cov_w_bq,cov_w_n,cov_w_prey_gain,predator_fraction_in_low_q,predator_fraction_in_high_gain,area_fraction_low_q,area_fraction_high_gain,predator_low_q_enrichment,predator_high_gain_enrichment,persistent_tail_label
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,225.0,4.833333333333754,0.641666666666425,0.672614741580341,1.191666666666488,0.0,0.0,0.0,1.191666666666488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,228.0,4.833333333333737,0.6416666666664349,0.6726147415803388,1.191666666666495,0.0,0.0,0.0,1.191666666666495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,231.0,4.833333333333722,0.6416666666664433,0.6726147415803367,1.1916666666665017,0.0,0.0,0.0,1.1916666666665017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,234.0,4.833333333333707,0.6416666666664518,0.6726147415803346,1.1916666666665083,0.0,0.0,0.0,1.1916666666665083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,237.0,4.833333333333695,0.6416666666664587,0.6726147415803326,1.1916666666665128,0.0,0.0,0.0,1.1916666666665128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,240.0,4.833333333333684,0.641666666666465,0.6726147415803305,1.191666666666518,0.0,0.0,0.0,1.191666666666518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,243.0,4.833333333333673,0.6416666666664713,0.6726147415803284,1.1916666666665225,0.0,0.0,0.0,1.1916666666665225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,246.0,4.833333333333663,0.6416666666664776,0.6726147415803263,1.1916666666665259,0.0,0.0,0.0,1.1916666666665259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,249.0,4.833333333333652,0.6416666666664839,0.6726147415803242,1.1916666666665312,0.0,0.0,0.0,1.1916666666665312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,252.0,4.833333333333641,0.6416666666664902,0.6726147415803221,1.1916666666665354,0.0,0.0,0.0,1.1916666666665354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,255.0,4.833333333333631,0.6416666666664963,0.67261474158032,1.19166666666654,0.0,0.0,0.0,1.19166666666654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,258.0,4.833333333333621,0.6416666666665015,0.6726147415803179,1.1916666666665447,0.0,0.0,0.0,1.1916666666665447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,261.0,4.833333333333612,0.641666666666507,0.6726147415803158,1.191666666666548,0.0,0.0,0.0,1.191666666666548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,264.0,4.833333333333603,0.6416666666665122,0.6726147415803138,1.1916666666665519,0.0,0.0,0.0,1.1916666666665519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,267.0,4.833333333333594,0.6416666666665171,0.6726147415803116,1.1916666666665559,0.0,0.0,0.0,1.1916666666665559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
ODE_EVO_S0,ODE,True,S0_unstressed,0.0,270.0,4.833333333333585,0.6416666666665224,0.6726147415803095,1.1916666666665594,0.0,0.0,0.0,1.1916666666665594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,tail_persistent
